snapshot_at,release_id,release_tag,channel,published_at,prerelease,asset_id,name,created_at,updated_at,size,content_type,download_count,delta,platform,architecture,edition,package_type,delivery_role,status
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","503678074","CMTrace-Open_Nightly_20260806_124_208d7a49b51b_arm64-setup.exe","2026-08-06T08:17:55Z","2026-08-06T08:17:56Z","6731224","application/octet-stream","0","","windows","arm64","full","nsis-setup","mixed-manual-update","current"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","477677262","CMTrace-Open-Lite_Nightly_20260715_77_30b4e39e438c_arm64.exe","2026-07-15T07:59:11Z","2026-07-15T07:59:12Z","16974592","application/octet-stream","0","0","windows","arm64","lite","portable-exe","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","477677282","CMTrace-Open_Nightly_20260715_77_30b4e39e438c_arm64.exe","2026-07-15T07:59:12Z","2026-07-15T07:59:13Z","19656448","application/octet-stream","0","0","windows","arm64","full","portable-exe","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","478928713","CMTrace-Open-Lite_Nightly_20260716_78_d6d4c7235666_arm64.exe","2026-07-16T08:05:39Z","2026-07-16T08:05:40Z","17130752","application/octet-stream","0","0","windows","arm64","lite","portable-exe","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","478928726","CMTrace-Open_Nightly_20260716_78_d6d4c7235666_arm64.exe","2026-07-16T08:05:40Z","2026-07-16T08:05:41Z","19689728","application/octet-stream","0","0","windows","arm64","full","portable-exe","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","480128592","CMTrace-Open-Lite_Nightly_20260717_79_d6d4c7235666_arm64.exe","2026-07-17T08:01:36Z","2026-07-17T08:01:38Z","17134856","application/octet-stream","0","0","windows","arm64","lite","portable-exe","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","480128628","CMTrace-Open_Nightly_20260717_79_d6d4c7235666_arm64.exe","2026-07-17T08:01:38Z","2026-07-17T08:01:39Z","19692808","application/octet-stream","0","0","windows","arm64","full","portable-exe","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","481283306","CMTrace-Open-Lite_Nightly_20260718_80_d6d4c7235666_arm64.exe","2026-07-18T07:53:18Z","2026-07-18T07:53:19Z","17134848","application/octet-stream","0","0","windows","arm64","lite","portable-exe","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","481283319","CMTrace-Open_Nightly_20260718_80_d6d4c7235666_arm64.exe","2026-07-18T07:53:19Z","2026-07-18T07:53:20Z","19692800","application/octet-stream","0","0","windows","arm64","full","portable-exe","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","482212907","CMTrace-Open-Lite_Nightly_20260719_81_d6d4c7235666_arm64.exe","2026-07-19T08:03:32Z","2026-07-19T08:03:33Z","17134856","application/octet-stream","0","0","windows","arm64","lite","portable-exe","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","482212926","CMTrace-Open_Nightly_20260719_81_d6d4c7235666_arm64.exe","2026-07-19T08:03:33Z","2026-07-19T08:03:34Z","19692296","application/octet-stream","0","0","windows","arm64","full","portable-exe","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","484082975","CMTrace-Open-Lite_Nightly_20260721_83_a177e01791a6_arm64.exe","2026-07-21T00:52:56Z","2026-07-21T00:52:57Z","17302784","application/octet-stream","0","0","windows","arm64","lite","portable-exe","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","484083021","CMTrace-Open_Nightly_20260721_83_a177e01791a6_arm64.exe","2026-07-21T00:52:57Z","2026-07-21T00:52:58Z","22775552","application/octet-stream","0","0","windows","arm64","full","portable-exe","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","485324213","CMTrace-Open-Lite_Nightly_20260722_86_f94de41c40c0_arm64.exe","2026-07-22T00:41:05Z","2026-07-22T00:41:06Z","17309440","application/octet-stream","0","0","windows","arm64","lite","portable-exe","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","485324228","CMTrace-Open_Nightly_20260722_86_f94de41c40c0_arm64.exe","2026-07-22T00:41:06Z","2026-07-22T00:41:07Z","22805760","application/octet-stream","0","0","windows","arm64","full","portable-exe","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","486519484","CMTrace-Open-Lite_Nightly_20260722_91_053377ee8a9d_arm64.exe","2026-07-22T23:17:30Z","2026-07-22T23:17:31Z","17358080","application/octet-stream","0","0","windows","arm64","lite","portable-exe","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","486519498","CMTrace-Open_Nightly_20260722_91_053377ee8a9d_arm64.exe","2026-07-22T23:17:31Z","2026-07-22T23:17:32Z","22926080","application/octet-stream","1","0","windows","arm64","full","portable-exe","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","487786381","CMTrace-Open-Lite_Nightly_20260723_105_c5e3ebcba48b_arm64.exe","2026-07-24T00:03:16Z","2026-07-24T00:03:17Z","17360128","application/octet-stream","0","0","windows","arm64","lite","portable-exe","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","487786397","CMTrace-Open_Nightly_20260723_105_c5e3ebcba48b_arm64.exe","2026-07-24T00:03:17Z","2026-07-24T00:03:18Z","22838536","application/octet-stream","0","0","windows","arm64","full","portable-exe","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","488681736","CMTrace-Open-Lite_Nightly_20260724_111_5a6559b846f7_arm64.exe","2026-07-24T18:12:21Z","2026-07-24T18:12:22Z","17357576","application/octet-stream","0","0","windows","arm64","lite","portable-exe","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","488681761","CMTrace-Open_Nightly_20260724_111_5a6559b846f7_arm64.exe","2026-07-24T18:12:22Z","2026-07-24T18:12:23Z","22986504","application/octet-stream","0","0","windows","arm64","full","portable-exe","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","489278548","CMTrace-Open-Lite_Nightly_20260725_112_f1331120ab2f_arm64.exe","2026-07-25T08:01:51Z","2026-07-25T08:01:53Z","17159424","application/octet-stream","0","0","windows","arm64","lite","portable-exe","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","489278574","CMTrace-Open_Nightly_20260725_112_f1331120ab2f_arm64.exe","2026-07-25T08:01:53Z","2026-07-25T08:01:54Z","19716872","application/octet-stream","0","0","windows","arm64","full","portable-exe","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","490177373","CMTrace-Open-Lite_Nightly_20260726_113_f1331120ab2f_arm64.exe","2026-07-26T08:10:03Z","2026-07-26T08:10:04Z","17159432","application/octet-stream","0","0","windows","arm64","lite","portable-exe","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","490177389","CMTrace-Open_Nightly_20260726_113_f1331120ab2f_arm64.exe","2026-07-26T08:10:04Z","2026-07-26T08:10:05Z","19717896","application/octet-stream","0","0","windows","arm64","full","portable-exe","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","491216589","CMTrace-Open-Lite_Nightly_20260727_114_7a5721906492_arm64.exe","2026-07-27T08:33:26Z","2026-07-27T08:33:27Z","17466632","application/octet-stream","0","0","windows","arm64","lite","portable-exe","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","491216603","CMTrace-Open_Nightly_20260727_114_7a5721906492_arm64.exe","2026-07-27T08:33:27Z","2026-07-27T08:33:28Z","23037192","application/octet-stream","0","0","windows","arm64","full","portable-exe","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","492463632","CMTrace-Open-Lite_Nightly_20260728_115_d43d372df66c_arm64.exe","2026-07-28T08:15:10Z","2026-07-28T08:15:11Z","17466632","application/octet-stream","0","0","windows","arm64","lite","portable-exe","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","492463649","CMTrace-Open_Nightly_20260728_115_d43d372df66c_arm64.exe","2026-07-28T08:15:11Z","2026-07-28T08:15:12Z","23037192","application/octet-stream","0","0","windows","arm64","full","portable-exe","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","493790054","CMTrace-Open-Lite_Nightly_20260729_116_5a6470a0e9d6_arm64.exe","2026-07-29T08:18:29Z","2026-07-29T08:18:30Z","17480456","application/octet-stream","0","0","windows","arm64","lite","portable-exe","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","493790068","CMTrace-Open_Nightly_20260729_116_5a6470a0e9d6_arm64.exe","2026-07-29T08:18:30Z","2026-07-29T08:18:31Z","23046408","application/octet-stream","0","0","windows","arm64","full","portable-exe","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","495096607","CMTrace-Open-Lite_Nightly_20260730_117_cf4fb41b3dac_arm64.exe","2026-07-30T08:10:48Z","2026-07-30T08:10:49Z","17534720","application/octet-stream","0","0","windows","arm64","lite","portable-exe","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","495096637","CMTrace-Open_Nightly_20260730_117_cf4fb41b3dac_arm64.exe","2026-07-30T08:10:49Z","2026-07-30T08:10:50Z","23217416","application/octet-stream","0","0","windows","arm64","full","portable-exe","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","496437366","CMTrace-Open-Lite_Nightly_20260731_118_a7c63101de44_arm64.exe","2026-07-31T08:22:37Z","2026-07-31T08:22:39Z","17535232","application/octet-stream","0","0","windows","arm64","lite","portable-exe","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","496437395","CMTrace-Open_Nightly_20260731_118_a7c63101de44_arm64.exe","2026-07-31T08:22:38Z","2026-07-31T08:22:40Z","23217408","application/octet-stream","0","0","windows","arm64","full","portable-exe","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","497716486","CMTrace-Open-Lite_Nightly_20260801_119_0e1baa95dc4d_arm64.exe","2026-08-01T08:08:39Z","2026-08-01T08:08:39Z","17541888","application/octet-stream","0","0","windows","arm64","lite","portable-exe","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","497716500","CMTrace-Open_Nightly_20260801_119_0e1baa95dc4d_arm64.exe","2026-08-01T08:08:40Z","2026-08-01T08:08:40Z","23336200","application/octet-stream","0","0","windows","arm64","full","portable-exe","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","498709416","CMTrace-Open-Lite_Nightly_20260802_120_2ae659c0eb05_arm64.exe","2026-08-02T08:08:46Z","2026-08-02T08:08:47Z","17550088","application/octet-stream","0","0","windows","arm64","lite","portable-exe","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","498709430","CMTrace-Open_Nightly_20260802_120_2ae659c0eb05_arm64.exe","2026-08-02T08:08:47Z","2026-08-02T08:08:48Z","23352072","application/octet-stream","0","0","windows","arm64","full","portable-exe","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","499819860","CMTrace-Open-Lite_Nightly_20260803_121_614c8b004680_arm64.exe","2026-08-03T08:35:12Z","2026-08-03T08:35:13Z","17816840","application/octet-stream","0","0","windows","arm64","lite","portable-exe","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","499819877","CMTrace-Open_Nightly_20260803_121_614c8b004680_arm64.exe","2026-08-03T08:35:13Z","2026-08-03T08:35:15Z","23478536","application/octet-stream","0","0","windows","arm64","full","portable-exe","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","501081003","CMTrace-Open-Lite_Nightly_20260804_122_b54aea1f0eb6_arm64.exe","2026-08-04T08:16:12Z","2026-08-04T08:16:13Z","17816832","application/octet-stream","0","0","windows","arm64","lite","portable-exe","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","501081017","CMTrace-Open_Nightly_20260804_122_b54aea1f0eb6_arm64.exe","2026-08-04T08:16:13Z","2026-08-04T08:16:14Z","23478528","application/octet-stream","0","0","windows","arm64","full","portable-exe","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","502364998","CMTrace-Open-Lite_Nightly_20260805_123_8113e17886c5_arm64.exe","2026-08-05T08:18:28Z","2026-08-05T08:18:29Z","17840384","application/octet-stream","0","0","windows","arm64","lite","portable-exe","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","502365015","CMTrace-Open_Nightly_20260805_123_8113e17886c5_arm64.exe","2026-08-05T08:18:29Z","2026-08-05T08:18:30Z","24743680","application/octet-stream","0","0","windows","arm64","full","portable-exe","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","503678056","CMTrace-Open-Lite_Nightly_20260806_124_208d7a49b51b_arm64.exe","2026-08-06T08:17:55Z","2026-08-06T08:17:56Z","17802496","application/octet-stream","0","","windows","arm64","lite","portable-exe","manual-only","current"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","503678085","CMTrace-Open_Nightly_20260806_124_208d7a49b51b_arm64.exe","2026-08-06T08:17:56Z","2026-08-06T08:17:57Z","24751360","application/octet-stream","0","","windows","arm64","full","portable-exe","manual-only","current"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","477677281","CMTrace-Open_Nightly_20260715_77_30b4e39e438c_arm64-setup.exe.sig","2026-07-15T07:59:12Z","2026-07-15T07:59:12Z","464","application/pgp-signature","0","0","windows","arm64","full","signature","supporting-file","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","478928724","CMTrace-Open_Nightly_20260716_78_d6d4c7235666_arm64-setup.exe.sig","2026-07-16T08:05:40Z","2026-07-16T08:05:40Z","464","application/pgp-signature","0","0","windows","arm64","full","signature","supporting-file","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","480128622","CMTrace-Open_Nightly_20260717_79_d6d4c7235666_arm64-setup.exe.sig","2026-07-17T08:01:38Z","2026-07-17T08:01:38Z","464","application/pgp-signature","0","0","windows","arm64","full","signature","supporting-file","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","481283318","CMTrace-Open_Nightly_20260718_80_d6d4c7235666_arm64-setup.exe.sig","2026-07-18T07:53:19Z","2026-07-18T07:53:19Z","464","application/pgp-signature","0","0","windows","arm64","full","signature","supporting-file","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","482212925","CMTrace-Open_Nightly_20260719_81_d6d4c7235666_arm64-setup.exe.sig","2026-07-19T08:03:33Z","2026-07-19T08:03:33Z","464","application/pgp-signature","0","0","windows","arm64","full","signature","supporting-file","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","484083018","CMTrace-Open_Nightly_20260721_83_a177e01791a6_arm64-setup.exe.sig","2026-07-21T00:52:57Z","2026-07-21T00:52:57Z","464","application/pgp-signature","0","0","windows","arm64","full","signature","supporting-file","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","485324225","CMTrace-Open_Nightly_20260722_86_f94de41c40c0_arm64-setup.exe.sig","2026-07-22T00:41:06Z","2026-07-22T00:41:06Z","464","application/pgp-signature","0","0","windows","arm64","full","signature","supporting-file","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","486519497","CMTrace-Open_Nightly_20260722_91_053377ee8a9d_arm64-setup.exe.sig","2026-07-22T23:17:31Z","2026-07-22T23:17:31Z","464","application/pgp-signature","0","0","windows","arm64","full","signature","supporting-file","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","487786398","CMTrace-Open_Nightly_20260723_105_c5e3ebcba48b_arm64-setup.exe.sig","2026-07-24T00:03:17Z","2026-07-24T00:03:17Z","464","application/pgp-signature","0","0","windows","arm64","full","signature","supporting-file","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","488681760","CMTrace-Open_Nightly_20260724_111_5a6559b846f7_arm64-setup.exe.sig","2026-07-24T18:12:22Z","2026-07-24T18:12:22Z","464","application/pgp-signature","0","0","windows","arm64","full","signature","supporting-file","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","489278572","CMTrace-Open_Nightly_20260725_112_f1331120ab2f_arm64-setup.exe.sig","2026-07-25T08:01:52Z","2026-07-25T08:01:52Z","464","application/pgp-signature","0","0","windows","arm64","full","signature","supporting-file","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","490177382","CMTrace-Open_Nightly_20260726_113_f1331120ab2f_arm64-setup.exe.sig","2026-07-26T08:10:04Z","2026-07-26T08:10:04Z","464","application/pgp-signature","0","0","windows","arm64","full","signature","supporting-file","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","491216602","CMTrace-Open_Nightly_20260727_114_7a5721906492_arm64-setup.exe.sig","2026-07-27T08:33:27Z","2026-07-27T08:33:27Z","464","application/pgp-signature","0","0","windows","arm64","full","signature","supporting-file","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","492463648","CMTrace-Open_Nightly_20260728_115_d43d372df66c_arm64-setup.exe.sig","2026-07-28T08:15:11Z","2026-07-28T08:15:11Z","464","application/pgp-signature","0","0","windows","arm64","full","signature","supporting-file","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","493790069","CMTrace-Open_Nightly_20260729_116_5a6470a0e9d6_arm64-setup.exe.sig","2026-07-29T08:18:30Z","2026-07-29T08:18:30Z","464","application/pgp-signature","0","0","windows","arm64","full","signature","supporting-file","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","495096636","CMTrace-Open_Nightly_20260730_117_cf4fb41b3dac_arm64-setup.exe.sig","2026-07-30T08:10:49Z","2026-07-30T08:10:49Z","464","application/pgp-signature","0","0","windows","arm64","full","signature","supporting-file","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","496437392","CMTrace-Open_Nightly_20260731_118_a7c63101de44_arm64-setup.exe.sig","2026-07-31T08:22:38Z","2026-07-31T08:22:38Z","464","application/pgp-signature","0","0","windows","arm64","full","signature","supporting-file","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","497716498","CMTrace-Open_Nightly_20260801_119_0e1baa95dc4d_arm64-setup.exe.sig","2026-08-01T08:08:39Z","2026-08-01T08:08:40Z","464","application/pgp-signature","0","0","windows","arm64","full","signature","supporting-file","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","498709428","CMTrace-Open_Nightly_20260802_120_2ae659c0eb05_arm64-setup.exe.sig","2026-08-02T08:08:47Z","2026-08-02T08:08:47Z","464","application/pgp-signature","0","0","windows","arm64","full","signature","supporting-file","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","499819873","CMTrace-Open_Nightly_20260803_121_614c8b004680_arm64-setup.exe.sig","2026-08-03T08:35:13Z","2026-08-03T08:35:13Z","464","application/pgp-signature","0","0","windows","arm64","full","signature","supporting-file","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","501081016","CMTrace-Open_Nightly_20260804_122_b54aea1f0eb6_arm64-setup.exe.sig","2026-08-04T08:16:13Z","2026-08-04T08:16:13Z","464","application/pgp-signature","0","0","windows","arm64","full","signature","supporting-file","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","502365013","CMTrace-Open_Nightly_20260805_123_8113e17886c5_arm64-setup.exe.sig","2026-08-05T08:18:29Z","2026-08-05T08:18:29Z","464","application/pgp-signature","0","0","windows","arm64","full","signature","supporting-file","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","503678084","CMTrace-Open_Nightly_20260806_124_208d7a49b51b_arm64-setup.exe.sig","2026-08-06T08:17:56Z","2026-08-06T08:17:56Z","464","application/pgp-signature","0","","windows","arm64","full","signature","supporting-file","current"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","477677298","CMTrace-Open_Nightly_20260715_77_30b4e39e438c_x64.msi","2026-07-15T07:59:13Z","2026-07-15T07:59:14Z","13324288","application/x-msi","2","0","windows","x64","full","msi","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","478928749","CMTrace-Open_Nightly_20260716_78_d6d4c7235666_x64.msi","2026-07-16T08:05:41Z","2026-07-16T08:05:41Z","13418496","application/x-msi","1","0","windows","x64","full","msi","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","480128640","CMTrace-Open_Nightly_20260717_79_d6d4c7235666_x64.msi","2026-07-17T08:01:39Z","2026-07-17T08:01:40Z","13418496","application/x-msi","1","0","windows","x64","full","msi","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","481283329","CMTrace-Open_Nightly_20260718_80_d6d4c7235666_x64.msi","2026-07-18T07:53:20Z","2026-07-18T07:53:20Z","13418496","application/x-msi","0","0","windows","x64","full","msi","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","482212936","CMTrace-Open_Nightly_20260719_81_d6d4c7235666_x64.msi","2026-07-19T08:03:34Z","2026-07-19T08:03:35Z","13418496","application/x-msi","0","0","windows","x64","full","msi","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","484083043","CMTrace-Open_Nightly_20260721_83_a177e01791a6_x64.msi","2026-07-21T00:52:58Z","2026-07-21T00:52:59Z","14581760","application/x-msi","0","0","windows","x64","full","msi","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","485324236","CMTrace-Open_Nightly_20260722_86_f94de41c40c0_x64.msi","2026-07-22T00:41:06Z","2026-07-22T00:41:07Z","14573568","application/x-msi","0","0","windows","x64","full","msi","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","486519510","CMTrace-Open_Nightly_20260722_91_053377ee8a9d_x64.msi","2026-07-22T23:17:32Z","2026-07-22T23:17:33Z","14573568","application/x-msi","1","0","windows","x64","full","msi","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","487786406","CMTrace-Open_Nightly_20260723_105_c5e3ebcba48b_x64.msi","2026-07-24T00:03:17Z","2026-07-24T00:03:18Z","14589952","application/x-msi","0","0","windows","x64","full","msi","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","488681792","CMTrace-Open_Nightly_20260724_111_5a6559b846f7_x64.msi","2026-07-24T18:12:23Z","2026-07-24T18:12:24Z","14630912","application/x-msi","0","0","windows","x64","full","msi","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","489278600","CMTrace-Open_Nightly_20260725_112_f1331120ab2f_x64.msi","2026-07-25T08:01:53Z","2026-07-25T08:01:54Z","13463552","application/x-msi","0","0","windows","x64","full","msi","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","490177402","CMTrace-Open_Nightly_20260726_113_f1331120ab2f_x64.msi","2026-07-26T08:10:05Z","2026-07-26T08:10:06Z","13459456","application/x-msi","0","0","windows","x64","full","msi","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","491216612","CMTrace-Open_Nightly_20260727_114_7a5721906492_x64.msi","2026-07-27T08:33:27Z","2026-07-27T08:33:28Z","14733312","application/x-msi","2","0","windows","x64","full","msi","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","492463659","CMTrace-Open_Nightly_20260728_115_d43d372df66c_x64.msi","2026-07-28T08:15:12Z","2026-07-28T08:15:13Z","14733312","application/x-msi","0","0","windows","x64","full","msi","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","493790086","CMTrace-Open_Nightly_20260729_116_5a6470a0e9d6_x64.msi","2026-07-29T08:18:31Z","2026-07-29T08:18:32Z","14790656","application/x-msi","2","0","windows","x64","full","msi","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","495096652","CMTrace-Open_Nightly_20260730_117_cf4fb41b3dac_x64.msi","2026-07-30T08:10:50Z","2026-07-30T08:10:51Z","14835712","application/x-msi","0","0","windows","x64","full","msi","manual-only","replaced"
"2026-08-07T01:29:28.989Z","322160744","nightly","nightly","2026-05-13T22:04:10Z","true","496437421","CMTrace-Open_Nightly_20260731_118_a7c63101de44_x64.msi","2026-07-31T08:22:39Z","2026-07-31T08:22:40Z","14831616","application/x-msi","1","0","windows","x64","full","msi","manual-only","replaced"
